#,Nombre,Posicion,Edad,PJ Sel,Club,year
1,Joe Hart,POR,27,,Manchester City,2014
2,Glen Johnson,DEF,29,,Liverpool,2014
3,Leighton Baines,DEF,29,,Everton,2014
4,Steven Gerrard,CEN,34,,Liverpool,2014
5,Gary Cahill,DEF,28,,Chelsea,2014
6,Phil Jagielka,DEF,31,,Everton,2014
7,Jack Wilshere,CEN,22,,Arsenal,2014
8,Frank Lampard,CEN,35,,Chelsea,2014
9,Daniel Sturridge,DEL,24,,Liverpool,2014
10,Wayne Rooney,DEL,28,,Manchester United,2014
11,Daniel Welbeck,DEL,23,,Manchester United,2014
12,Chris Smalling,DEF,24,,Manchester United,2014
13,Ben Foster,POR,31,,West Bromwich Albion,2014
14,Jordan Henderson,CEN,23,,Liverpool,2014
15,Alex Oxlade-Chamberlain,CEN,20,,Arsenal,2014
16,Phil Jones,DEF,22,,Manchester United,2014
17,James Milner,CEN,28,,Manchester City,2014
18,Rickie Lambert,DEL,32,,Southampton,2014
19,Raheem Sterling,CEN,19,,Liverpool,2014
20,Adam Lallana,CEN,26,,Southampton,2014
21,Ross Barkley,CEN,20,,Everton,2014
22,Fraser Forster,POR,26,,Celtic,2014
23,Luke Shaw,DEF,18,,Southampton,2014
24,Roy Hodgson,DT,,,,2014
