#,Nombre,Posicion,Edad,PJ Sel,Club,year
1,David de Gea,POR,27,29,Manchester United,2018
2,Dani Carvajal,DEF,26,15,Real Madrid,2018
3,Gerard Pique,DEF,31,98,Barcelona,2018
4,Nacho Fernandez,DEF,28,17,Real Madrid,2018
5,Sergio Busquets,MED,29,103,Barcelona,2018
6,Andres Iniesta,MED,32,127,Barcelona,2018
7,Saul Ñiguez,MED,23,10,Atletico de Madrid,2018
8,Koke,MED,26,40,Atletico de Madrid,2018
9,Rodrigo,DEL,27,6,Valencia,2018
10,Thiago Alcantara,MED,27,29,Bayern de Munich,2018
11,Lucas Vazquez,DEL,26,7,Real Madrid,2018
12,Alvaro Odriozola,DEF,22,4,Real Sociedad,2018
13,Kepa Arrizabalaga,POR,23,1,Athletic Club,2018
14,Cesar Azpilicueta,DEF,28,22,Chelsea,2018
15,Sergio Ramos,DEF,32,152,Real Madrid,2018
16,Nacho Monreal,DEF,32,22,Arsenal,2018
17,Iago Aspas,DEL,30,10,Celta Vigo,2018
18,Jordi Alba,DEF,29,62,Barcelona,2018
19,Diego Costa,DEL,29,20,Atletico de Madrid,2018
20,Marco Asensio,MED,22,12,Real Madrid,2018
21,David Silva,DEL,32,121,Manchester City,2018
22,Isco,MED,26,28,Real Madrid,2018
23,Pepe Reina,POR,35,36,Napoli,2018
24,Fernando Hierro,DT,,,,2018
