#,Nombre,Posicion,Edad,PJ Sel,Club,year
1,Yann Sommer,POR,29,35,Borussia Monchengladbach,2018
2,Stephan Lichtsteiner,DEF,34,100,Arsenal,2018
3,François Moubandje,DEF,27,18,Toulouse,2018
4,Nico Elvedi,DEF,21,6,Borussia Monchengladbach,2018
5,Manuel Akanji,DEF,22,7,Borussia Dortmund,2018
6,Michael Lang,DEF,27,24,FC Basilea,2018
7,Breel Embolo,DEL,21,25,FC Schalke 04,2018
8,Remo Freuler,MED,26,10,Atalanta,2018
9,Haris Seferović,DEL,26,51,Benfica,2018
10,Granit Xhaka,MED,25,62,Arsenal,2018
11,Valon Behrami,MED,33,79,Udinese,2018
12,Yvon Mvogo,POR,24,0,RB Leipzig,2018
13,Ricardo Rodriguez,DEF,25,53,AC Milan,2018
14,Steven Zuber,MED,26,12,TSG Hoffenheim,2018
15,Blerim Džemaili,MED,32,65,Bologna,2018
16,Gelson Fernandes,MED,31,67,Eintracht Frankfurt,2018
17,Denis Zakaria,MED,21,10,Borussia Monchengladbach,2018
18,Mario Gavranović,DEL,28,14,Dinamo Zagreb,2018
19,Josip Drmić,DEL,25,29,Borussia Monchengladbach,2018
20,Johan Djourou,DEF,31,74,Antalyaspor,2018
21,Roman Burki,POR,27,9,Borussia Dortmund,2018
22,Fabian Schar,DEF,26,39,Deportivo La Coruña,2018
23,Xherdan Shaqiri,MED,26,70,Stoke City,2018
24,Vladimir Petković,DT,,,,
