#,Nombre,Posicion,Edad,PJ Sel,Club,year
1,Rui Patricio,POR,30,69,Sporting de Lisboa,2018
2,Bruno Alves,DEF,36,96,Rangers,2018
3,Pepe,DEF,35,95,Beşiktaş,2018
4,Manuel Fernandes,MED,32,14,Lokomotiv Moscu,2018
5,Raphael Guerreiro,DEF,24,24,Borussia Dortmund,2018
6,Jose Fonte,DEF,34,31,Dalian Yifang,2018
7,Cristiano Ronaldo,DEL,33,150,Real Madrid,2018
8,João Moutinho,MED,31,110,Monaco,2018
9,Andre Silva,DEL,22,23,Milan,2018
10,João Mario,MED,25,36,West Ham United,2018
11,Bernardo Silva,MED,23,25,Manchester City,2018
12,Anthony Lopes,POR,27,7,Olympique de Lyon,2018
13,Ruben Dias,DEF,21,1,Benfica,2018
14,William Carvalho,MED,26,43,Sporting de Lisboa,2018
15,Ricardo Pereira,DEF,24,4,Porto,2018
16,Bruno Fernandes,MED,23,6,Sporting de Lisboa,2018
17,Gonçalo Guedes,DEL,21,10,Valencia,2018
18,Gelson Martins,DEL,23,18,Sporting de Lisboa,2018
19,Mario Rui,DEF,27,4,Napoli,2018
20,Ricardo Quaresma,DEL,34,77,Beşiktaş,2018
21,Cedric Soares,DEF,26,29,Southampton,2018
22,Beto,POR,36,14,Goztepe,2018
23,Adrien Silva,MED,29,23,Leicester City,2018
24,Fernando Santos,DT,,,,
