70,MEX,rafael marquez,72,               ,,1148
129,MEX,rafael marquez,79,               ,,1148
71,NED,arjen robben,53,               ,,1153
71,NED,arjen robben,80,               ,,1153
73,NED,arjen robben,20,               ,,1153
181,NED,arjen robben,18,               ,,1153
189,NED,arjen robben,73,               ,,1153
127,NED,daley blind,17,               ,,1156
153,NED,dirk kuyt,85,               ,,1159
127,NED,georginio wijnaldum,90,1,,1162
189,NED,giovanni van bronckhorst,18,               ,,1163
115,NED,klaas jan huntelaar,90,4,,
157,NED,klaas jan huntelaar,83,               ,,
76,NED,leroy fer,77,               ,,1175
73,NED,memphis depay,68,               ,,1179
76,NED,memphis depay,90,               ,,1179
71,NED,robin van persie,44,               ,,1184
71,NED,robin van persie,72,               ,,1184
73,NED,robin van persie,58,               ,,1184
127,NED,robin van persie,3,               ,,1184
157,NED,robin van persie,36,               ,,1184
71,NED,stefan de vrij,65,               ,,1188
115,NED,wesley sneijder,88,               ,,1192
155,NED,wesley sneijder,53,               ,,1192
181,NED,wesley sneijder,84,               ,,1192
185,NED,wesley sneijder,53,               ,,1192
185,NED,wesley sneijder,68,               ,,1192
189,NED,wesley sneijder,70,               ,,1192
22,NGR,ahmed musa,49,               ,,1194
22,NGR,ahmed musa,75,               ,,1194
100,NGR,ahmed musa,4,               ,,1194
100,NGR,ahmed musa,47,               ,,1194
118,NGR,joseph yobo,90,2,AG,1222
138,NGR,kalu uche,16,               ,,1224
140,NGR,kalu uche,12,               ,,1224
20,NGR,oghenekaro etebo,32,               ,AG,1237
98,NGR,peter odemwingie,29,               ,,1238
24,NGR,victor moses,51,               ,,1249
140,NGR,yakubu aiyegbeni,69,               ,,1254
162,NZL,shane smeltz,7,               ,,1273
160,NZL,winston reid,90,3,,1278
159,PAR,antolin alcaraz,39,               ,,1304
161,PAR,cristian riveros,86,               ,,1308
161,PAR,enrique vera,27,               ,,1314
17,PER,andre carrillo,18,               ,,1330
17,PER,paolo guerrero,50,               ,,1342
44,POL,grzegorz krychowiak,86,               ,,1357
47,POL,jan bednarek,59,               ,,1360
8,POR,cristiano ronaldo,4,               ,,1386
8,POR,cristiano ronaldo,44,               ,,1386
8,POR,cristiano ronaldo,88,               ,,1386
9,POR,cristiano ronaldo,4,               ,,1386
105,POR,cristiano ronaldo,80,               ,,1386
168,POR,cristiano ronaldo,87,               ,,1386
168,POR,hugo almeida,56,               ,,1397
168,POR,liedson,81,               ,,1402
104,POR,nani,5,               ,,1407
50,POR,pepe,55,               ,,1412
168,POR,raul meireles,29,               ,,1415
11,POR,ricardo quaresma,45,               ,,1419
104,POR,silvestre varela,90,5,,1424
168,POR,simao,53,               ,,
168,POR,tiago,60,               ,,1426
168,POR,tiago,89,               ,,1426
1,RUS,aleksandr golovin,90,4,,1430
108,RUS,alexander kerzhakov,74,               ,,
111,RUS,alexander kokorin,6,               ,,
1,RUS,artem dzyuba,71,               ,,
3,RUS,artem dzyuba,62,               ,,
51,RUS,artem dzyuba,41,               ,,
1,RUS,denis cheryshev,43,               ,,1439
1,RUS,denis cheryshev,90,1,,1439
3,RUS,denis cheryshev,59,               ,,1439
6,RUS,denis cheryshev,23,               ,AG,1439
60,RUS,denis cheryshev,31,               ,,1439
60,RUS,mario fernandez,115,               ,,
51,RUS,sergei ignashevich,12,               ,AG,
1,RUS,yury gazinsky,12,               ,,
44,SEN,m'baye niang,60,               ,,1468
45,SEN,moussa wague,71,               ,,1472
45,SEN,sadio mane,11,               ,,1473
44,SEN,thiago cionek,37,               ,AG,
164,SLK,kamil kopunek,89,               ,,1485
160,SLK,robert vittek,50,               ,,1496
164,SLK,robert vittek,25,               ,,1496
164,SLK,robert vittek,73,               ,,1496
181,SLK,robert vittek,90,4,,1496
142,SLN,robert koren,79,               ,,1517
143,SLN,valter birsa,13,               ,,1521
143,SLN,zlatan ljubijankic,42,               ,,
133,SOA,bongani khumalo,20,               ,,1535
133,SOA,katlego mphela,37,               ,,1545
129,SOA,siphiwe tshabalala,55,               ,,1559
137,SOK,chu young park,17,               ,AG,
140,SOK,chu young park,49,               ,,
137,SOK,chung-yong lee,45,1,,
177,SOK,chung-yong lee,68,               ,,
33,SOK,heung-min son,90,3,,
36,SOK,heung-min son,90,6,,
110,SOK,heung-min son,50,               ,,
110,SOK,ja-cheol koo,72,               ,,
135,SOK,ji sung park,52,               ,,
135,SOK,jung soo lee,7,               ,,
140,SOK,jung soo lee,38,               ,,
108,SOK,keun-ho lee,68,               ,,
36,SOK,young-gwon kim,90,3,,
175,SPA,andres iniesta,37,               ,,1633
192,SPA,andres iniesta,116,               ,,1633
190,SPA,carles puyol,73,               ,,1634
75,SPA,david villa,36,               ,,1641
174,SPA,david villa,17,               ,,1641
174,SPA,david villa,51,               ,,1641
175,SPA,david villa,24,               ,,1641
184,SPA,david villa,63,               ,,1641
188,SPA,david villa,83,               ,,1641
8,SPA,diego costa,24,               ,,1642
8,SPA,diego costa,55,               ,,1642
10,SPA,diego costa,54,               ,,1642
75,SPA,fernando torres,69,               ,,1645
12,SPA,iago aspas,90,1,,1647
12,SPA,isco,19,               ,,1649
75,SPA,juan mata,82,               ,,1654
8,SPA,nacho,58,               ,,
71,SPA,xabi alonso,27,               ,,1673
25,SRB,aleksandar kolarov,56,               ,,1676
28,SRB,aleksandar mitrovic,5,               ,,
151,SRB,marko pantelic,84,               ,,
149,SRB,milan jovanovic,38,               ,,
32,SUE,andreas granqvist,65,               ,,1720
35,SUE,andreas granqvist,62,               ,,1720
35,SUE,ludwig augustinsson,50,               ,,1731
34,SUE,ola toivonen,32,               ,,1736
89,SWZ,admir mehmedi,48,               ,,1743
30,SWZ,blerim dzemaili,31,               ,,
91,SWZ,blerim dzemaili,81,               ,,
172,SWZ,gelson fernandes,52,               ,,1755
28,SWZ,granit xhaka,52,               ,,1758
91,SWZ,granit xhaka,87,               ,,1758
89,SWZ,haris seferovic,90,3,,
30,SWZ,josip drmic,88,               ,,
26,SWZ,steven zuber,50,               ,,1782
28,SWZ,xherdan shaqiri,90,               ,,1787
94,SWZ,xherdan shaqiri,6,               ,,1787
94,SWZ,xherdan shaqiri,31,               ,,1787
94,SWZ,xherdan shaqiri,71,               ,,1787
30,SWZ,yann sommer,90,3,,1788
55,SYE,emil forsberg,66,               ,,
39,TNZ,dylan bronn,18,               ,,1795
42,TNZ,fakhreddine ben youssef,51,               ,,1797
38,TNZ,ferjani sassi 35,               ,               ,,
39,TNZ,wahbi khazri,90,3,,1811
42,TNZ,wahbi khazri,66,               ,,1811
42,TNZ,yassine meriah,33,               ,AG,1812
131,URU,alvaro pereira,90,5,,1817
131,URU,diego forlan,24,               ,,1822
131,URU,diego forlan,80,               ,,1822
189,URU,diego forlan,41,               ,,1822
191,URU,diego forlan,51,               ,,1822
88,URU,diego godin,81,               ,,1823
6,URU,edinson cavani,90,               ,,1827
50,URU,edinson cavani,7,               ,,1827
50,URU,edinson cavani,62,               ,,1827
83,URU,edinson cavani,24,               ,,1827
191,URU,edinson cavani,28,               ,,1827
2,URU,jose maria gimenez,89,               ,,1838
4,URU,luis suarez,23,               ,,1841
6,URU,luis suarez,10,               ,,1841
85,URU,luis suarez,39,               ,,1841
85,URU,luis suarez,85,               ,,1841
134,URU,luis suarez,43,               ,,1841
177,URU,luis suarez,8,               ,,1841
177,URU,luis suarez,80,               ,,1841
189,URU,maximiliano pereira,90,2,,1848
102,USA,clint dempsey,1,               ,,1867
104,USA,clint dempsey,81,               ,,1867
141,USA,clint dempsey,40,               ,,1867
104,USA,jermaine jones,64,               ,,1877
102,USA,john anthony brooks,86,               ,,
120,USA,julian green,107,               ,,1882
143,USA,landon donovan,48,               ,,1885
146,USA,landon donovan,90,1,,1885
178,USA,landon donovan,62,               ,,1885
143,USA,michael bradley,82,               ,,1888
