#,Nombre,Seleccion,id
6,michael lang,SWZ,1770
4,nico elvedi,SWZ,1771
24,ottmar hitzfeld,SWZ,1772
4,philippe senderos,SWZ,1773
20,pirmin schwegler,SWZ,1774
8,remo freuler,SWZ,1775
17,reto ziegler,SWZ,1776
13,ricardo rodriguez,SWZ,1777
21,roman burki,SWZ,1778
2,stephan lichtsteiner,SWZ,1779
13,stephane grichting,SWZ,1780
5,steve von bergen,SWZ,1781
14,steven zuber,SWZ,1782
7,tranquillo barnetta,SWZ,1783
14,valentin stocker,SWZ,1784
11,valon behrami,SWZ,1785
24,vladimir petković,SWZ,1786
23,xherdan shaqiri,SWZ,1787
1,yann sommer,SWZ,1788
12,yvon mvogo,SWZ,1789
15,ahmed khalil,TNZ,1790
12,ali maaloul,TNZ,1791
9,anice badri,TNZ,1792
16,aymen mathlouthi,TNZ,1793
18,bassem srarfi,TNZ,1794
11,dylan bronn,TNZ,1795
17,ellyes skhiri,TNZ,1796
8,fakhreddine ben youssef,TNZ,1797
1,farouk ben mustapha,TNZ,1798
13,ferjani sassi,TNZ,1799
20,ghailene chaalali,TNZ,1800
21,hamdi nagguez,TNZ,1801
14,mohamed amine ben amor,TNZ,1802
22,mouez hassen,TNZ,1803
24,nabil maaloul,TNZ,1804
23,naim sliti,TNZ,1805
5,oussama haddadi,TNZ,1806
6,rami bedoui,TNZ,1807
19,saber khalifa,TNZ,1808
7,saif-eddine khaoui,TNZ,1809
2,syam ben youssef,TNZ,1810
10,wahbi khazri,TNZ,1811
4,yassine meriah,TNZ,1812
3,yohan benalouane,TNZ,1813
8,abel hernandez,URU ,1814
20,alvaro fernandez,URU ,1815
20,alvaro gonzalez,URU ,1816
11,alvaro pereira,URU ,1817
19,andres scotti,URU ,1818
5,carlos sanchez,URU ,1819
11,christian stuani,URU ,1820
7,cristian rodriguez,URU ,1821
10,diego forlan,URU ,1822
3,diego godin,URU ,1823
17,diego laxalt,URU ,1824
2,diego lugano,URU ,1825
15,diego perez,URU ,1826
21,edinson cavani,URU ,1827
17,egidio arevalo rios,URU ,1828
1,fernando muslera,URU ,1829
18,gaston ramirez,URU ,1830
13,gaston silva,URU ,1831
10,giorgian de arrascaeta,URU ,1832
4,guillermo varela,URU ,1833
18,ignacio gonzalez,URU ,1834
20,jonathan urretaviscaya,URU ,1835
4,jorge fucile,URU ,1836
2,jose gimenez,URU ,1837
13,jose maria gimenez,URU ,1838
12,juan castillo,URU ,1839
14,lucas torreira,URU ,1840
9,luis suarez,URU ,1841
22,martin caceres,URU ,1842
12,martin campaña,URU ,1843
23,martin silva,URU ,1844
15,matias vecino,URU ,1845
6,mauricio victorino,URU ,1846
18,maxi gomez,URU ,1847
16,maximiliano pereira,URU ,1848
8,nahitan nandez,URU ,1849
14,nicolas lodeiro,URU ,1850
24,oscar washington tabarez,URU ,1851
6,rodrigo bentancur,URU ,1852
12,rodrigo muñoz,URU ,1853
13,sebastian abreu,URU ,1854
19,sebastian coates,URU ,1855
8,sebastian eguren,URU ,1856
21,sebastian fernandez,URU ,1857
5,walter gargano,URU ,1858
11,alejandro bedoya,USA,1859
9,aron johannsson,USA,1860
22,benny feilhaber,USA,1861
24,bob bradley,USA,1862
14,brad davis,USA,1863
18,brad guzan,USA,1864
3,carlos bocanegra,USA,1865
21,clarence goodson,USA,1866
8,clint dempsey,USA,1867
7,damarcus beasley,USA,1868
2,deandre yedlin,USA,1869
14,edson buddle,USA,1870
23,fabian johnson,USA,1871
16,francisco torres,USA,1872
20,geoff cameron,USA,1873
19,graham zusi,USA,1874
9,herculez gomez,USA,1875
15,jay demerit,USA,1876
13,jermaine jones,USA,1877
6,john brooks,USA,1878
12,jonathan bornstein,USA,1879
2,jonathan spector,USA,1880
17,jozy altidore,USA,1881
16,julian green,USA,1882
24,jurgen klinsmann,USA,1883
15,kyle beckerman,USA,1884
10,landon donovan,USA,1885
23,marcus hahnemann,USA,1886
19,maurice edu,USA,1887
4,michael bradley,USA,1888
10,mikkel diskerud,USA,1889
22,nick rimando,USA,1890
5,oguchi onyewu,USA,1891
3,omar gonzalez,USA,1892
13,ricardo clark,USA,1893
20,robbie findley,USA,1894
6,steve cherundolo,USA,1895
11,stuart holden,USA,1896
21,tim chandler,USA,1897
1,tim howard,USA,1898
