#,Nombre,Posicion,Edad,PJ Sel,Club,year
1,Manuel Neuer,POR,32,76,Bayern Munich,2018
2,Marvin Plattenhardt,DEF,26,6,Hertha Berlin,2018
3,Jonas Hector,DEF,28,38,1. FC Colonia,2018
4,Matthias Ginter,DEF,24,18,Borussia Monchengladbach,2018
5,Mats Hummels,DEF,29,64,Bayern Munich,2018
6,Sami Khedira,MED,31,75,Juventus,2018
7,Julian Draxler,MED,24,44,Paris Saint-Germain,2018
8,Toni Kroos,MED,28,83,Real Madrid,2018
9,Timo Werner,DEL,22,14,RB Leipzig,2018
10,Mesut Ozil,MED,29,90,Arsenal,2018
11,Marco Reus,DEL,29,31,Borussia Dortmund,2018
12,Kevin Trapp,POR,27,3,Paris Saint-Germain,2018
13,Thomas Muller,MED,28,91,Bayern Munich,2018
14,Leon Goretzka,MED,23,15,FC Schalke 04,2018
15,Niklas Sule,DEF,22,11,Bayern Munich,2018
16,Antonio Rudiger,DEF,25,24,Chelsea,2018
17,Jerome Boateng,DEF,29,71,Bayern Munich,2018
18,Joshua Kimmich,DEF,23,29,Bayern Munich,2018
19,Sebastian Rudy,MED,28,25,Bayern Munich,2018
20,Julian Brandt,MED,22,16,Bayer 04 Leverkusen,2018
21,İlkay Gundoğan,MED,27,26,Manchester City,2018
22,Marc-Andre ter Stegen,POR,26,20,FC Barcelona,2018
23,Mario Gomez,DEL,32,75,VfB Stuttgart,2018
24,Joachim Low,DT,,,,2018
