#,Nombre,Posicion,Edad,PJ Sel,Club,year
1,Fernando Muslera,POR,32,97,Galatasaray,2018
2,Jose Gimenez,DEF,23,42,Atletico de Madrid,2018
3,Diego Godin,DEF,32,116,Atletico de Madrid,2018
4,Guillermo Varela,DEF,25,3,Peñarol,2018
5,Carlos Sanchez,MED,33,36,Monterrey,2018
6,Rodrigo Bentancur,MED,20,7,Juventus,2018
7,Cristian Rodriguez,MED,32,105,Peñarol,2018
8,Nahitan Nandez,MED,22,12,Boca Juniors,2018
9,Luis Suarez,DEL,31,98,Barcelona,2018
10,Giorgian De Arrascaeta,MED,24,14,Cruzeiro,2018
11,Christian Stuani,DEL,31,41,Girona,2018
12,Martin Campaña,POR,29,1,Independiente,2018
13,Gaston Silva,DEF,24,17,Independiente,2018
14,Lucas Torreira,MED,22,3,Sampdoria,2018
15,Matias Vecino,MED,26,22,Inter de Milan,2018
16,Maximiliano Pereira,DEF,34,125,Porto,2018
17,Diego Laxalt,MED,25,6,Genoa,2018
18,Maxi Gomez,DEL,21,5,Celta de Vigo,2018
19,Sebastian Coates,DEF,27,30,Sporting de Lisboa,2018
20,Jonathan Urretaviscaya,MED,28,4,Monterrey,2018
21,Edinson Cavani,DEL,31,101,Paris Saint-Germain,2018
22,Martin Caceres,DEF,31,76,Lazio,2018
23,Martin Silva,POR,35,11,Vasco Da Gama,2018
24,Oscar Washington Tabarez,DT,,,,2018
